2018-02-07,22:31:02,119340,-2.1,-4.6,966.1,962.1,8.5,23.5,0.1,5.8,111000,53.8,81
2018-02-07,22:31:02,119330,-2.6,-6.6,858.6,850.7,9.5,17.7,0.26,71.7,111000,53.1,22
2018-02-07,22:31:02,118670,-1.8,-4.7,986.2,1019.5,30.5,1.4,0.08,5.1,111000,76.2,82
2018-02-07,22:31:02,119300,-7.1,-9.9,817.0,817.1,35.7,68.7,0.39,74.6,111000,53.9,82
2018-02-07,22:31:02,118160,-1.2,-4.9,1014.4,1020.8,11.5,5.6,0.16,2.5,111000,50.4,209
2018-02-07,22:31:03,118160,-1.2,-4.9,1014.4,1020.8,11.5,5.6,0.16,2.5,111000,50.4,209
2018-02-07,22:31:03,118550,-0.7,-3.5,1004.4,1022.5,15.7,21.2,0.08,0.8,111000,85.4,14
2018-02-07,22:31:03,119760,-4.4,-8.1,987.2,1015.7,18.5,7.0,0.02,6.6,111000,72.9,194
2018-02-07,22:31:03,119680,-1.4,-3.4,1001.5,1019.3,0.0,7.4,0.11,2.5,111000,56.6,77
2018-02-07,22:31:03,119340,-2.1,-4.6,966.1,962.1,8.5,23.5,0.1,5.8,111000,53.8,81
2018-02-07,22:31:03,119330,-2.6,-6.6,858.6,850.7,9.5,17.7,0.26,71.7,111000,53.1,22
2018-02-07,22:31:03,119180,-2.9,-5.3,927.9,931.2,18.1,10.3,0.03,15.5,111000,68.0,115
2018-02-07,22:31:03,119930,-3.4,-6.2,1001.8,1025.3,2.0,10.7,0.01,7.7,111000,52.7,40
2018-02-07,22:31:03,118260,-1.2,-5.0,1008.6,1017.5,16.1,17.1,0.17,2.0,111000,53.0,294
2018-02-07,22:31:03,119030,-2.4,-4.9,983.6,1022.6,11.5,0.0,0.04,4.5,111000,50.7,37
2018-02-07,22:31:03,119271,0.0,-4.0,1008.2,993.2,11.0,60.4,0.0,0.0,100000,12.2,191
2018-02-07,22:31:03,119300,-7.1,-9.9,817.0,817.1,35.7,68.7,0.39,74.6,111000,53.9,82
2018-02-07,22:31:03,119270,-2.3,-4.3,990.1,1018.7,16.7,5.2,0.07,1.2,111000,71.1,212
2018-02-07,22:31:03,119273,-1.0,-5.6,991.5,999.1,13.1,21.7,0.0,0.0,100000,32.2,192
2018-02-07,22:31:03,119780,-2.1,-4.1,1006.7,1020.2,33.5,9.5,0.01,1.1,111000,52.7,347
2018-02-07,22:31:03,118410,-1.5,-3.4,983.5,1021.8,1.9,16.5,0.15,11.0,111000,56.1,323
2018-02-07,22:31:03,118670,-1.8,-4.7,986.2,1019.5,30.5,1.4,0.08,5.1,111000,76.2,82
2018-02-07,22:31:03,119272,0.3,-4.3,969.8,1021.0,0.5,27.9,0.0,0.0,100000,30.4,220
2018-02-07,22:31:03,118800,-0.6,-5.0,1012.3,1027.0,13.1,5.1,0.0,0.0,100000,29.3,112
2018-02-07,22:31:04,119180,-2.9,-5.3,927.9,931.2,18.1,10.3,0.03,15.5,111000,68.0,115
2018-02-07,22:31:04,119680,-1.4,-3.4,1001.5,1019.3,0.0,7.4,0.11,2.5,111000,56.6,77
2018-02-07,22:31:04,119271,0.0,-4.0,1008.2,993.2,11.0,60.4,0.0,0.0,100000,12.2,191
2018-02-07,22:31:04,119270,-2.3,-4.3,990.1,1018.7,16.7,5.2,0.07,1.2,111000,71.1,212
2018-02-07,22:31:04,118410,-1.5,-3.4,983.5,1021.8,1.9,16.5,0.15,11.0,111000,56.1,323
2018-02-07,22:31:04,119930,-3.4,-6.2,1001.8,1025.3,2.0,10.7,0.01,7.7,111000,52.7,40
2018-02-07,22:31:04,119273,-1.0,-5.6,991.5,999.1,13.1,21.7,0.0,0.0,100000,32.2,192
2018-02-07,22:31:04,119272,0.3,-4.3,969.8,1021.0,0.5,27.9,0.0,0.0,100000,30.4,220
2018-02-07,22:31:04,118550,-0.7,-3.5,1004.4,1022.5,15.7,21.2,0.08,0.8,111000,85.4,14
2018-02-07,22:31:04,118260,-1.2,-5.0,1008.6,1017.5,16.1,17.1,0.17,2.0,111000,53.0,294
2018-02-07,22:31:04,119760,-4.4,-8.1,987.2,1015.7,18.5,7.0,0.02,6.6,111000,72.9,194
2018-02-07,22:31:04,119380,-3.4,-7.4,911.1,914.7,24.5,27.6,0.15,21.8,111000,50.8,166
2018-02-07,22:31:04,119300,-10.65,-14.849999,1225.5,1225.6499,53.550003,103.049995,0.585,111.899994,111000,80.850006,123
2018-02-07,22:31:04,118800,-0.6,-5.0,1012.3,1027.0,13.1,5.1,0.0,0.0,100000,29.3,112
2018-02-07,22:31:04,119780,-2.1,-4.1,1006.7,1020.2,33.5,9.5,0.01,1.1,111000,52.7,347
2018-02-07,22:31:04,119275,-1.0,0.0,1002.6,1028.2,4.2,6.7,0.0,0.0,100000,39.9,55
2018-02-07,22:31:04,119340,-3.1499999,-6.8999996,1449.1499,1443.1499,12.75,35.25,0.15,8.700001,111000,80.7,122
2018-02-07,22:31:04,119330,-3.8999999,-9.9,1287.8999,1276.05,14.25,26.550001,0.39,107.549995,111000,79.649994,33
2018-02-07,22:31:04,119274,-1.7,-5.7,995.5,960.6,3.2,10.5,0.0,0.0,100000,51.8,41
2018-02-07,22:31:04,119276,-0.1,-3.8,983.6,961.8,2.7,11.0,0.0,0.0,100000,16.4,52
2018-02-07,22:31:04,118670,-2.6999998,-7.0499997,1479.3,1529.25,45.75,2.1,0.12,7.6499996,111000,114.299995,123
2018-02-07,22:31:04,118160,-1.8000001,-7.3500004,1521.6001,1531.2,17.25,8.4,0.24,3.75,111000,75.600006,314
2018-02-07,22:31:04,119030,-2.4,-4.9,983.6,1022.6,11.5,0.0,0.04,4.5,111000,50.7,37
2018-02-07,22:31:05,118550,-1.05,-5.25,1506.6001,1533.75,23.55,31.800001,0.12,1.2,111000,128.1,21
2018-02-07,22:31:05,119300,-14.2,-19.8,1634.0,1634.2,71.4,137.4,0.78,149.2,111000,107.8,164
2018-02-07,22:31:05,119275,-1.0,0.0,1002.6,1028.2,4.2,6.7,0.0,0.0,100000,39.9,55
2018-02-07,22:31:05,119274,-1.7,-5.7,995.5,960.6,3.2,10.5,0.0,0.0,100000,51.8,41
2018-02-07,22:31:05,119930,-5.1000004,-9.299999,1502.7,1537.9501,3.0,16.05,0.015,11.549999,111000,79.05,60
2018-02-07,22:31:05,118800,-0.90000004,-7.5,1518.45,1540.5,19.650002,7.6499996,0.0,0.0,100000,43.949997,168
2018-02-07,22:31:05,119380,-3.4,-7.4,911.1,914.7,24.5,27.6,0.15,21.8,111000,50.8,166
2018-02-07,22:31:05,119680,-2.1,-5.1000004,1502.25,1528.95,0.0,11.1,0.16499999,3.75,111000,84.899994,116
2018-02-07,22:31:05,119180,-4.3500004,-7.9500003,1391.8501,1396.8,27.150002,15.450001,0.044999998,23.25,111000,102.0,173
2018-02-07,22:31:05,119780,-3.1499999,-6.1499996,1510.05,1530.3,50.25,14.25,0.015,1.6500001,111000,79.05,521
2018-02-07,22:31:05,119340,-4.2,-9.2,1932.2,1924.2,17.0,47.0,0.2,11.6,111000,107.6,163
2018-02-07,22:31:05,119330,-5.2,-13.2,1717.2,1701.4,19.0,35.4,0.52,143.4,111000,106.2,44
2018-02-07,22:31:05,119030,-3.6000001,-7.3500004,1475.3999,1533.8999,17.25,0.0,0.06,6.75,111000,76.05,56
2018-02-07,22:31:05,119276,-0.1,-3.8,983.6,961.8,2.7,11.0,0.0,0.0,100000,16.4,52
2018-02-07,22:31:05,118410,-2.25,-5.1000004,1475.25,1532.7,2.85,24.75,0.22500001,16.5,111000,84.149994,485
2018-02-07,22:31:05,118160,-2.4,-9.8,2028.8,2041.6,23.0,11.2,0.32,5.0,111000,100.8,419
2018-02-07,22:31:05,118260,-1.8000001,-7.5,1512.8999,1526.25,24.150002,25.650002,0.255,3.0,111000,79.5,441
2018-02-07,22:31:05,119760,-6.6000004,-12.150001,1480.8,1523.55,27.75,10.5,0.03,9.9,111000,109.350006,291
2018-02-07,22:31:05,119271,0.0,-6.0,1512.3,1489.8,16.5,90.600006,0.0,0.0,100000,18.3,287
2018-02-07,22:31:05,119270,-3.4499998,-6.4500003,1485.1499,1528.05,25.050001,7.7999997,0.105000004,1.8000001,111000,106.649994,318
2018-02-07,22:31:05,119273,-1.5,-8.4,1487.25,1498.6499,19.650002,32.550003,0.0,0.0,100000,48.300003,288
2018-02-07,22:31:05,119272,0.45000002,-6.4500003,1454.7,1531.5,0.75,41.85,0.0,0.0,100000,45.6,330
2018-02-07,22:31:05,118670,-3.6,-9.4,1972.4,2039.0,61.0,2.8,0.16,10.2,111000,152.4,164
2018-02-07,22:31:06,119300,-17.75,-24.75,2042.5,2042.75,89.25,171.75,0.97499996,186.5,111000,134.75,205
2018-02-07,22:31:06,119760,-8.8,-16.2,1974.4,2031.4,37.0,14.0,0.04,13.2,111000,145.8,388
2018-02-07,22:31:06,118410,-3.0,-6.8,1967.0,2043.6,3.8,33.0,0.3,22.0,111000,112.2,647
2018-02-07,22:31:06,118670,-4.5,-11.75,2465.5,2548.75,76.25,3.5,0.19999999,12.75,111000,190.5,205
2018-02-07,22:31:06,118550,-1.4,-7.0,2008.8,2045.0,31.4,42.4,0.16,1.6,111000,170.8,28
2018-02-07,22:31:06,119680,-2.8,-6.8,2003.0,2038.6,0.0,14.8,0.22,5.0,111000,113.2,155
2018-02-07,22:31:06,119180,-5.8,-10.6,1855.8,1862.4,36.2,20.6,0.06,31.0,111000,136.0,231
2018-02-07,22:31:06,119275,-1.5,0.0,1503.8999,1542.2999,6.2999997,10.049999,0.0,0.0,100000,59.850002,83
